"logIndex","timestamp","status","PackTemp","PackTemp-l","PackSOC","Vpack","MotAmps","BattAmps","Mods","MotTemp","CtrlTemp","MotRPM","0Module00DisconnectingHPmodvolt","0Module01DisconnectingHPmodvolt","0Module01Registeredmodvolt","0Module00Registeredmodvolt","minsys","diff"
3624,1403706697000,"Riding","26C","24C","78%","109.379V","0","0","11","33C","25C","0",,,,,,
3625,1403706700000,"Riding","26C","24C","78%","109.382V","0","1","11","33C","25C","0",,,,,,
3626,1403706703000,"Riding","26C","24C","78%","109.381V","0","0","11","33C","25C","0",,,,,,
3627,1403706706000,"Riding","26C","24C","78%","109.384V","0","1","11","33C","25C","0",,,,,,
3628,1403706709000,"Riding","26C","24C","78%","109.383V","0","1","11","32C","25C","0",,,,,,
3629,1403706712000,"Riding","26C","24C","78%","109.383V","0","0","11","32C","25C","0",,,,,,
3630,1403706715000,"Riding","26C","24C","78%","109.387V","0","1","11","32C","25C","0",,,,,,
3631,1403706718000,"Riding","26C","24C","78%","109.386V","0","1","11","33C","25C","0",,,,,,
3632,1403706721000,"Riding","26C","24C","78%","109.389V","0","1","11","33C","25C","0",,,,,,
3633,1403706724000,"Riding","26C","24C","78%","109.391V","0","1","11","32C","25C","0",,,,,,
3634,1403706727000,"Riding","26C","24C","78%","109.393V","0","1","11","32C","25C","0",,,,,,
3635,1403706730000,"Riding","26C","24C","78%","109.397V","0","0","11","32C","25C","0",,,,,,
3636,1403706733000,"Riding","26C","24C","78%","109.393V","0","0","11","32C","24C","0",,,,,,
3637,1403706736000,"Riding","26C","24C","78%","109.391V","0","1","11","33C","24C","0",,,,,,
3638,1403706739000,"Riding","26C","24C","78%","109.396V","0","1","11","32C","24C","0",,,,,,
3639,1403706743000,"Riding","26C","24C","78%","109.398V","0","0","11","32C","24C","0",,,,,,
3640,1403706745000,"Riding","26C","24C","78%","109.399V","0","1","11","32C","24C","0",,,,,,
3641,1403706748000,"Riding","26C","24C","78%","109.400V","0","1","11","32C","24C","0",,,,,,
3642,1403706751000,"Riding","26C","24C","78%","109.404V","0","1","11","32C","24C","0",,,,,,
3643,1403706754000,"Riding","26C","24C","78%","109.403V","0","1","11","32C","24C","0",,,,,,
3644,1403706757000,"Riding","26C","24C","78%","109.406V","0","0","11","32C","24C","0",,,,,,
3645,1403706760000,"Riding","26C","24C","78%","109.403V","0","0","11","32C","24C","0",,,,,,
3646,1403706764000,"Riding","26C","24C","78%","109.409V","0","0","11","32C","24C","0",,,,,,
3647,1403706767000,"Riding","26C","24C","78%","109.408V","0","1","11","32C","24C","0",,,,,,
3648,1403706770000,"Riding","26C","24C","78%","109.409V","0","1","11","32C","24C","0",,,,,,
3649,1403706773000,"Riding","26C","24C","78%","109.410V","0","0","11","32C","24C","0",,,,,,
3650,1403706776000,"Riding","26C","24C","78%","109.414V","0","1","11","32C","24C","0",,,,,,
3651,1403706779000,"Riding","26C","24C","78%","109.413V","0","0","11","32C","24C","0",,,,,,
3652,1403706782000,"Riding","26C","24C","78%","109.413V","0","0","11","32C","24C","0",,,,,,
3653,1403706785000,"Riding","26C","24C","78%","109.415V","0","1","11","32C","24C","0",,,,,,
3654,1403706788000,"Riding","26C","24C","78%","109.415V","0","0","11","32C","24C","0",,,,,,
3655,1403706791000,"Riding","26C","24C","78%","109.421V","0","1","11","31C","24C","0",,,,,,
3656,1403706794000,"Riding","26C","24C","78%","109.418V","0","0","11","31C","24C","0",,,,,,
3657,1403706797000,"Riding","26C","24C","78%","109.418V","0","0","11","31C","24C","0",,,,,,
3658,1403706800000,"Riding","26C","24C","78%","109.422V","0","1","11","31C","24C","0",,,,,,
3659,1403706803000,"Riding","26C","24C","78%","109.422V","0","0","11","32C","24C","0",,,,,,
3660,1403706806000,"Riding","26C","24C","78%","109.425V","0","0","11","31C","24C","0",,,,,,
3661,1403706809000,"Riding","26C","24C","78%","109.424V","0","1","11","31C","24C","0",,,,,,
3662,1403706812000,"Riding","26C","24C","78%","109.422V","0","0","11","31C","24C","0",,,,,,
3663,1403706815000,"Riding","26C","24C","78%","109.424V","0","0","11","31C","24C","0",,,,,,
3664,1403706818000,"Riding","26C","24C","78%","109.428V","0","0","11","31C","24C","0",,,,,,
3665,1403706821000,"Riding","26C","24C","78%","109.429V","0","0","11","31C","24C","0",,,,,,
3666,1403706824000,"Riding","26C","24C","78%","109.425V","0","0","11","31C","24C","0",,,,,,
3667,1403706827000,"Riding","26C","24C","78%","109.428V","0","0","11","31C","24C","0",,,,,,
3668,1403706830000,"Riding","26C","24C","78%","109.431V","0","1","11","31C","24C","0",,,,,,
3669,1403706833000,"Riding","26C","24C","78%","109.431V","0","0","11","31C","24C","0",,,,,,
3670,1403706836000,"Riding","26C","24C","78%","109.435V","0","1","11","31C","24C","0",,,,,,
3671,1403706839000,"Riding","26C","24C","78%","109.435V","0","1","11","31C","24C","0",,,,,,
3672,1403706842000,"Riding","26C","24C","78%","109.435V","0","0","11","31C","24C","0",,,,,,
3673,1403706845000,"Riding","26C","24C","78%","109.432V","0","1","11","30C","24C","0",,,,,,
3674,1403706848000,"Riding","26C","24C","78%","109.435V","0","0","11","31C","24C","0",,,,,,
3675,1403706851000,"Riding","26C","24C","78%","109.434V","0","1","11","31C","24C","0",,,,,,
3676,1403706854000,"Riding","26C","24C","78%","109.437V","0","1","11","31C","24C","0",,,,,,
3677,1403706857000,"Riding","26C","24C","78%","109.438V","0","0","11","31C","24C","0",,,,,,
3678,1403706860000,"Riding","26C","24C","78%","109.440V","0","1","11","30C","24C","0",,,,,,
3679,1403706863000,"Riding","26C","24C","78%","109.439V","0","0","11","30C","24C","0",,,,,,
3680,1403706866000,"Riding","26C","24C","78%","109.440V","0","1","11","30C","23C","0",,,,,,
3681,1403706869000,"Riding","26C","24C","78%","109.440V","0","0","11","30C","23C","0",,,,,,
3682,1403706872000,"Riding","26C","24C","78%","109.441V","0","0","11","30C","23C","0",,,,,,
3683,1403706875000,"Riding","26C","24C","78%","109.442V","0","1","11","30C","23C","0",,,,,,
3684,1403706878000,"Riding","26C","24C","78%","109.446V","0","1","11","30C","23C","0",,,,,,
3685,1403706881000,"Riding","26C","24C","78%","109.445V","0","1","11","30C","23C","0",,,,,,
3686,1403706884000,"Riding","26C","24C","78%","109.451V","0","0","11","30C","23C","0",,,,,,
3687,1403706887000,"Riding","26C","24C","78%","109.443V","0","0","11","30C","23C","0",,,,,,
3688,1403706890000,"Riding","26C","24C","78%","109.446V","0","0","11","30C","23C","0",,,,,,
3689,1403706893000,"Riding","26C","24C","78%","109.449V","0","1","11","30C","23C","0",,,,,,
3690,1403706896000,"Riding","26C","24C","78%","109.447V","0","0","11","30C","23C","0",,,,,,
3691,1403706899000,"Riding","26C","24C","78%","109.448V","0","0","11","30C","23C","0",,,,,,
3692,1403706902000,"Riding","26C","24C","78%","109.447V","0","0","11","30C","23C","0",,,,,,
3693,1403706905000,"Riding","26C","24C","78%","109.450V","0","0","11","30C","23C","0",,,,,,
3694,1403706908000,"Riding","26C","24C","78%","109.449V","0","0","11","30C","23C","0",,,,,,
3695,1403706911000,"Riding","26C","24C","78%","109.449V","0","1","11","30C","23C","0",,,,,,
3696,1403706914000,"Riding","26C","24C","78%","109.451V","0","0","11","30C","23C","0",,,,,,
3697,1403706917000,"Riding","26C","24C","78%","109.453V","0","0","11","30C","23C","0",,,,,,
3698,1403706920000,"Riding","26C","24C","78%","109.455V","0","1","11","30C","23C","0",,,,,,
3699,1403706923000,"Riding","26C","24C","78%","109.452V","0","0","11","30C","23C","0",,,,,,
3700,1403706926000,"Riding","26C","24C","78%","109.453V","0","1","11","30C","23C","0",,,,,,
3701,1403706929000,"Riding","26C","24C","78%","109.455V","0","1","11","30C","23C","0",,,,,,
3702,1403706932000,"Riding","26C","24C","78%","109.456V","0","0","11","30C","23C","0",,,,,,
3703,1403706935000,"Riding","26C","24C","78%","109.457V","0","0","11","29C","23C","0",,,,,,
3704,1403706938000,"Riding","26C","24C","78%","109.457V","0","1","11","29C","23C","0",,,,,,
3705,1403706941000,"Riding","26C","24C","78%","109.455V","0","0","11","30C","23C","0",,,,,,
3706,1403706944000,"Riding","26C","24C","78%","109.458V","0","0","11","30C","23C","0",,,,,,
3707,1403706947000,"Riding","26C","24C","78%","109.457V","0","0","11","30C","23C","0",,,,,,
3708,1403706950000,"Riding","26C","24C","78%","109.457V","0","0","11","29C","23C","0",,,,,,
3709,1403706953000,"Riding","26C","24C","78%","109.457V","0","0","11","30C","23C","0",,,,,,
3710,1403706956000,"Riding","26C","24C","78%","109.459V","0","0","11","29C","23C","0",,,,,,
3711,1403706959000,"Riding","26C","24C","78%","109.458V","0","0","11","30C","23C","0",,,,,,
3712,1403706962000,"Riding","26C","24C","78%","109.465V","0","1","11","29C","23C","0",,,,,,
3713,1403706965000,"Riding","26C","24C","78%","109.461V","0","0","11","30C","23C","0",,,,,,
3714,1403706968000,"Riding","26C","24C","78%","109.465V","0","0","11","29C","23C","0",,,,,,
3715,1403706971000,"Riding","26C","24C","78%","109.463V","0","0","11","30C","23C","0",,,,,,
3716,1403706974000,"Riding","26C","24C","78%","109.465V","0","1","11","29C","23C","0",,,,,,
3717,1403706977000,"Riding","26C","24C","78%","109.463V","0","0","11","29C","23C","0",,,,,,
3718,1403706980000,"Riding","26C","24C","78%","109.467V","0","1","11","29C","22C","0",,,,,,
3719,1403706983000,"Riding","26C","24C","78%","109.463V","0","0","11","29C","22C","0",,,,,,
3720,1403706986000,"Riding","26C","24C","78%","109.466V","0","1","11","29C","22C","0",,,,,,
3721,1403706989000,"Riding","26C","24C","78%","109.470V","0","1","11","29C","22C","0",,,,,,
3722,1403706992000,"Riding","26C","24C","78%","109.470V","0","0","11","29C","22C","0",,,,,,
3723,1403706995000,"Riding","26C","24C","78%","109.470V","0","0","11","29C","22C","0",,,,,,
3724,1403706998000,"Riding","26C","24C","78%","109.469V","0","0","11","29C","22C","0",,,,,,
3725,1403707001000,"Riding","26C","24C","78%","109.470V","0","0","11","29C","22C","3",,,,,,
3726,1403707004000,"Riding","26C","24C","78%","109.468V","0","1","11","29C","22C","0",,,,,,
3727,1403707007000,"Riding","26C","23C","78%","109.470V","0","0","11","29C","22C","0",,,,,,
3728,1403707010000,"Riding","26C","24C","78%","109.468V","0","1","11","29C","22C","0",,,,,,
3729,1403707013000,"Riding","26C","24C","78%","109.470V","0","0","11","30C","22C","0",,,,,,
3730,1403707016000,"Riding","26C","23C","78%","109.473V","0","0","11","29C","22C","15",,,,,,
3731,1403707019000,"Riding","26C","23C","78%","109.474V","0","0","11","29C","22C","0",,,,,,
3732,1403707022000,"Riding","26C","24C","78%","109.474V","0","1","11","29C","22C","0",,,,,,
3733,1403707025000,"Riding","26C","23C","78%","109.472V","0","0","11","29C","22C","0",,,,,,
3734,1403707028000,"Riding","26C","23C","78%","109.474V","0","0","11","29C","22C","0",,,,,,
3735,1403707031000,"Riding","26C","23C","78%","109.474V","0","1","11","28C","22C","22",,,,,,
3736,1403707034000,"Riding","26C","23C","78%","109.471V","0","0","11","29C","22C","185",,,,,,
3737,1403707037000,"Riding","26C","23C","78%","109.471V","0","0","11","29C","22C","398",,,,,,
3738,1403707040000,"Riding","26C","23C","78%","109.473V","0","0","11","29C","22C","305",,,,,,
3739,1403707043000,"Riding","26C","23C","78%","109.470V","0","0","11","29C","22C","415",,,,,,
3740,1403707046000,"Riding","26C","23C","78%","109.472V","0","1","11","29C","22C","280",,,,,,
3741,1403707049000,"Riding","26C","23C","78%","109.468V","0","0","11","29C","22C","455",,,,,,
3742,1403707052000,"Riding","26C","23C","78%","109.475V","0","0","11","29C","22C","526",,,,,,
3743,1403707055000,"Riding","26C","23C","78%","109.436V","0","0","11","29C","22C","825",,,,,,
3744,1403707058000,"Riding","26C","23C","78%","109.445V","0","0","11","29C","22C","812",,,,,,
3745,1403707061000,"Riding","26C","23C","78%","109.463V","0","0","11","29C","22C","1022",,,,,,
3746,1403707064000,"Riding","26C","23C","78%","109.379V","0","0","11","30C","23C","1322",,,,,,
3747,1403707067000,"Riding","26C","23C","78%","109.435V","0","0","11","30C","22C","1015",,,,,,
3748,1403707070000,"Riding","26C","23C","78%","109.448V","0","0","11","30C","22C","843",,,,,,
3749,1403707073000,"Riding","26C","23C","78%","109.395V","0","0","11","30C","22C","1040",,,,,,
3750,1403707076000,"Riding","26C","23C","78%","109.431V","0","0","11","30C","22C","910",,,,,,
3751,1403707079000,"Riding","26C","23C","78%","109.201V","18","5","11","30C","22C","1293",,,,,,
3752,1403707082000,"Riding","26C","23C","78%","109.189V","0","1","11","30C","22C","1885",,,,,,
3753,1403707085000,"Riding","26C","23C","78%","109.291V","0","0","11","31C","23C","1643",,,,,,
3754,1403707088000,"Riding","26C","23C","78%","109.345V","0","0","11","31C","23C","1690",,,,,,
3755,1403707091000,"Riding","26C","23C","78%","109.354V","0","0","11","31C","23C","1542",,,,,,
3756,1403707094000,"Riding","26C","23C","78%","109.354V","0","1","11","31C","23C","1537",,,,,,
3757,1403707097000,"Riding","26C","23C","78%","109.373V","0","0","11","31C","22C","1438",,,,,,
3758,1403707100000,"Riding","26C","23C","78%","109.676V","-40","-6","11","31C","22C","1401",,,,,,
3759,1403707103000,"Riding","26C","23C","78%","109.669V","-40","-6","11","31C","22C","1089",,,,,,
3760,1403707106000,"Riding","26C","23C","78%","109.215V","38","5","11","32C","22C","1209",,,,,,
3761,1403707109000,"Riding","26C","23C","78%","109.441V","0","-1","11","32C","22C","1452",,,,,,
3762,1403707112000,"Riding","26C","23C","78%","109.744V","-40","-6","11","32C","22C","1330",,,,,,
3763,1403707115000,"Riding","26C","23C","78%","109.685V","-31","-5","11","32C","22C","1080",,,,,,
3764,1403707118000,"Riding","26C","23C","78%","109.705V","-31","-5","11","32C","22C","1136",,,,,,
3765,1403707121000,"Riding","26C","23C","78%","109.698V","-37","-4","11","32C","22C","952",,,,,,
3766,1403707124000,"Riding","26C","23C","78%","109.251V","62","6","11","32C","22C","840",,,,,,
3767,1403707127000,"Riding","26C","23C","78%","109.232V","20","4","11","32C","22C","1341",,,,,,
3768,1403707130000,"Riding","26C","23C","78%","109.712V","-40","-8","11","32C","22C","1530",,,,,,
3769,1403707133000,"Riding","26C","23C","78%","109.700V","-31","-6","11","32C","22C","1385",,,,,,
3770,1403707136000,"Riding","26C","23C","78%","109.782V","-40","-6","11","32C","22C","1211",,,,,,
3771,1403707139000,"Riding","26C","23C","78%","109.764V","-40","-6","11","32C","22C","1087",,,,,,
3772,1403707142000,"Riding","26C","23C","78%","109.719V","-31","-4","11","32C","22C","1149",,,,,,
3773,1403707145000,"Riding","26C","23C","78%","109.774V","-40","-5","11","33C","22C","1064",,,,,,
3774,1403707148000,"Riding","26C","23C","78%","109.629V","-17","-3","11","33C","22C","718",,,,,,
3775,1403707151000,"Riding","26C","23C","78%","109.609V","-16","-2","11","33C","22C","733",,,,,,
3776,1403707154000,"Riding","26C","23C","78%","108.409V","140","27","11","32C","22C","1361",,,,,,
3777,1403707157000,"Riding","26C","23C","78%","109.642V","-31","-6","11","32C","22C","1820",,,,,,
3778,1403707160000,"Riding","26C","23C","78%","109.872V","-40","-9","11","33C","22C","1766",,,,,,
3779,1403707163000,"Riding","26C","23C","78%","109.814V","-31","-7","11","33C","22C","1622",,,,,,
3780,1403707166000,"Riding","26C","23C","78%","109.841V","-31","-8","11","33C","22C","1610",,,,,,
3781,1403707169000,"Riding","26C","23C","78%","109.826V","-31","-6","11","33C","22C","1377",,,,,,
3782,1403707172000,"Riding","26C","23C","78%","109.870V","-40","-8","11","33C","22C","1440",,,,,,
3783,1403707175000,"Riding","25C","23C","78%","109.883V","-40","-7","11","33C","22C","1248",,,,,,
3784,1403707178000,"Riding","25C","23C","78%","109.796V","-33","-4","11","33C","22C","913",,,,,,
3785,1403707181000,"Riding","25C","23C","78%","108.374V","198","33","11","33C","22C","1152",,,,,,
3786,1403707184000,"Riding","26C","23C","78%","108.944V","48","13","11","34C","22C","1762",,,,,,
3787,1403707187000,"Riding","25C","23C","78%","103.588V","342","144","11","33C","22C","2827",,,,,,
3788,1403707190000,"Riding","26C","23C","78%","109.508V","-31","-11","11","35C","22C","2797",,,,,,
3789,1403707193000,"Riding","25C","23C","78%","109.660V","-31","-13","11","36C","23C","2545",,,,,,
3790,1403707196000,"Riding","26C","23C","78%","109.778V","-31","-12","11","36C","23C","2356",,,,,,
3791,1403707199000,"Riding","25C","23C","78%","109.818V","-31","-10","11","36C","23C","2191",,,,,,
3792,1403707202000,"Riding","25C","23C","78%","109.870V","-40","-11","11","36C","23C","1895",,,,,,
3793,1403707205000,"Riding","25C","23C","78%","109.793V","-40","-8","11","36C","22C","1347",,,,,,
3794,1403707208000,"Riding","25C","23C","78%","109.688V","-34","-5","11","36C","22C","933",,,,,,
3795,1403707211000,"Riding","25C","23C","78%","109.526V","-4","-1","11","35C","22C","559",,,,,,
3796,1403707214000,"Riding","25C","23C","78%","109.100V","87","8","11","36C","22C","818",,,,,,
3797,1403707217000,"Riding","25C","23C","78%","108.832V","59","13","11","36C","22C","1543",,,,,,
3798,1403707220000,"Riding","25C","23C","78%","108.776V","52","13","11","36C","22C","1927",,,,,,
3799,1403707223000,"Riding","25C","23C","78%","109.547V","-31","-8","11","36C","22C","2214",,,,,,
3800,1403707226000,"Riding","25C","23C","78%","109.804V","-40","-11","11","36C","22C","2004",,,,,,
3801,1403707229000,"Riding","25C","23C","78%","109.768V","-40","-8","11","36C","22C","1518",,,,,,
3802,1403707232000,"Riding","25C","23C","78%","109.135V","44","5","11","36C","22C","1115",,,,,,
3803,1403707235000,"Riding","25C","23C","78%","108.638V","102","19","11","36C","21C","1362",,,,,,
3804,1403707238000,"Riding","25C","23C","78%","108.255V","91","24","11","36C","21C","1860",,,,,,
3805,1403707241000,"Riding","25C","23C","78%","109.500V","-31","-6","11","36C","21C","1885",,,,,,
3806,1403707244000,"Riding","25C","23C","78%","109.644V","-40","-8","11","36C","22C","1577",,,,,,
3807,1403707247000,"Riding","25C","23C","78%","109.575V","-40","-5","11","36C","21C","1016",,,,,,
3808,1403707250000,"Riding","25C","23C","78%","109.505V","-26","-3","11","36C","21C","846",,,,,,
3809,1403707253000,"Riding","25C","23C","78%","109.018V","48","7","11","36C","21C","1183",,,,,,
3810,1403707256000,"Riding","25C","23C","78%","109.534V","-31","-6","11","36C","21C","1503",,,,,,
3811,1403707259000,"Riding","25C","23C","78%","109.288V","6","0","11","36C","21C","1582",,,,,,
3812,1403707262000,"Riding","25C","23C","78%","108.927V","38","8","11","36C","21C","1840",,,,,,
3813,1403707265000,"Riding","25C","23C","78%","108.261V","89","24","11","36C","21C","2153",,,,,,
3814,1403707268000,"Riding","25C","23C","78%","109.544V","-31","-9","11","36C","21C","2473",,,,,,
3815,1403707271000,"Riding","25C","23C","78%","109.799V","-40","-13","11","36C","21C","2386",,,,,,
3816,1403707274000,"Riding","25C","23C","78%","109.848V","-40","-13","11","37C","21C","2045",,,,,,
3817,1403707277000,"Riding","25C","23C","78%","109.799V","-31","-10","11","37C","21C","1993",,,,,,
3818,1403707280000,"Riding","25C","23C","78%","109.830V","-31","-10","11","37C","21C","1963",,,,,,
3819,1403707283000,"Riding","25C","23C","78%","109.825V","-40","-8","11","37C","21C","1421",,,,,,
3820,1403707286000,"Riding","25C","23C","78%","109.049V","74","11","11","37C","21C","1320",,,,,,
3821,1403707289000,"Riding","25C","23C","78%","108.535V","81","20","11","37C","21C","1866",,,,,,
3822,1403707292000,"Riding","25C","23C","78%","109.817V","-40","-10","11","36C","21C","1994",,,,,,
3823,1403707295000,"Riding","25C","23C","78%","109.923V","-40","-10","11","37C","21C","1935",,,,,,
3824,1403707298000,"Riding","25C","23C","78%","109.901V","-40","-10","11","37C","21C","1663",,,,,,
3825,1403707301000,"Riding","25C","23C","78%","109.850V","-40","-8","11","37C","21C","1359",,,,,,
3826,1403707304000,"Riding","25C","23C","78%","109.807V","-40","-6","11","37C","21C","1054",,,,,,
3827,1403707307000,"Riding","25C","23C","78%","109.167V","72","8","11","37C","21C","1114",,,,,,
3828,1403707310000,"Riding","25C","23C","78%","107.749V","154","40","11","36C","21C","1836",,,,,,
3829,1403707313000,"Riding","25C","23C","78%","107.915V","83","31","11","37C","21C","2445",,,,,,
3830,1403707316000,"Riding","25C","23C","78%","108.855V","14","5","11","37C","21C","2575",,,,,,
3831,1403707319000,"Riding","25C","23C","78%","109.168V","0","0","11","38C","21C","2616",,,,,,
3832,1403707322000,"Riding","25C","23C","78%","109.243V","0","-2","11","38C","21C","2597",,,,,,
3833,1403707325000,"Riding","25C","23C","78%","109.644V","-31","-10","11","38C","21C","2522",,,,,,
3834,1403707328000,"Riding","25C","23C","78%","109.768V","-31","-11","11","38C","21C","2390",,,,,,
3835,1403707331000,"Riding","25C","23C","78%","109.832V","-31","-10","11","38C","21C","2241",,,,,,
3836,1403707334000,"Riding","25C","23C","78%","109.835V","-31","-10","11","38C","21C","2079",,,,,,
3837,1403707337000,"Riding","25C","23C","78%","109.868V","-31","-9","11","38C","20C","1995",,,,,,
3838,1403707340000,"Riding","25C","23C","78%","109.806V","-31","-8","11","38C","20C","2061",,,,,,
3839,1403707343000,"Riding","25C","23C","78%","109.906V","-40","-10","11","38C","20C","1762",,,,,,
3840,1403707346000,"Riding","25C","23C","78%","109.076V","65","11","11","38C","20C","1483",,,,,,
3841,1403707349000,"Riding","25C","23C","78%","109.803V","-31","-6","11","38C","20C","1537",,,,,,
3842,1403707352000,"Riding","25C","23C","78%","109.290V","19","4","11","38C","20C","1894",,,,,,
3843,1403707355000,"Riding","25C","23C","78%","109.812V","-31","-8","11","38C","20C","1970",,,,,,
3844,1403707358000,"Riding","25C","23C","78%","108.528V","83","22","11","38C","20C","2129",,,,,,
3845,1403707361000,"Riding","25C","23C","78%","109.283V","0","-1","11","38C","20C","2448",,,,,,
3846,1403707364000,"Riding","25C","23C","78%","109.815V","-31","-10","11","39C","20C","2319",,,,,,
3847,1403707367000,"Riding","25C","23C","78%","109.974V","-40","-13","11","39C","20C","2114",,,,,,
3848,1403707370000,"Riding","25C","23C","78%","109.849V","-31","-8","11","39C","20C","1613",,,,,,
3849,1403707373000,"Riding","25C","23C","78%","109.848V","-40","-8","11","39C","19C","1284",,,,,,
3850,1403707376000,"Riding","25C","23C","78%","109.703V","-24","-4","11","39C","19C","887",,,,,,
3851,1403707379000,"Riding","25C","23C","78%","109.441V","23","1","11","39C","19C","875",,,,,,
3852,1403707382000,"Riding","25C","23C","78%","109.391V","3","1","11","39C","19C","1281",,,,,,
3853,1403707385000,"Riding","25C","23C","78%","109.006V","53","11","11","39C","19C","1441",,,,,,
3854,1403707388000,"Riding","25C","23C","78%","109.395V","0","0","11","39C","19C","1590",,,,,,
3855,1403707391000,"Riding","25C","23C","78%","109.722V","-31","-6","11","38C","19C","1615",,,,,,
3856,1403707394000,"Riding","25C","23C","78%","109.845V","-40","-8","11","39C","19C","1627",,,,,,
3857,1403707397000,"Riding","25C","23C","78%","109.329V","41","5","11","38C","19C","1491",,,,,,
3858,1403707400000,"Riding","25C","23C","78%","109.879V","-40","-8","11","39C","19C","1528",,,,,,
3859,1403707403000,"Riding","25C","23C","78%","109.876V","-40","-7","11","39C","19C","1244",,,,,,
3860,1403707406000,"Riding","25C","23C","78%","109.851V","-40","-6","11","39C","19C","1112",,,,,,
3861,1403707409000,"Riding","25C","23C","78%","109.834V","-38","-5","11","39C","19C","978",,,,,,
3862,1403707412000,"Riding","25C","23C","78%","109.775V","-31","-4","11","39C","19C","894",,,,,,
3863,1403707415000,"Riding","25C","23C","78%","109.727V","-24","-4","11","39C","19C","807",,,,,,
3864,1403707418000,"Riding","25C","23C","78%","109.676V","-16","-2","11","39C","19C","706",,,,,,
3865,1403707421000,"Riding","25C","23C","78%","109.606V","-1","-1","11","39C","19C","518",,,,,,
3866,1403707424000,"Riding","25C","23C","78%","109.592V","0","-1","11","39C","19C","474",,,,,,
3867,1403707427000,"Riding","25C","23C","78%","109.575V","0","-1","11","39C","19C","245",,,,,,
3868,1403707430000,"Riding","25C","23C","78%","109.564V","0","-1","11","38C","19C","171",,,,,,
3869,1403707433000,"Riding","25C","23C","78%","109.529V","0","0","11","38C","19C","441",,,,,,
3870,1403707436000,"Riding","25C","23C","78%","109.541V","0","0","11","38C","19C","375",,,,,,
3871,1403707439000,"Riding","25C","23C","78%","109.539V","0","-1","11","38C","19C","71",,,,,,
3872,1403707442000,"Riding","25C","23C","78%","109.463V","64","1","11","38C","19C","143",,,,,,
3873,1403707445000,"Riding","25C","23C","78%","109.399V","83","1","11","38C","19C","194",,,,,,
3874,1403707448000,"Riding","25C","23C","78%","109.430V","64","1","11","38C","19C","164",,,,,,
3875,1403707451000,"Riding","25C","23C","78%","109.507V","0","0","11","38C","19C","0",,,,,,
3876,1403707454000,"Riding","25C","23C","78%","109.511V","0","0","11","38C","19C","0",,,,,,
3877,1403707457000,"Riding","25C","23C","78%","109.512V","0","0","11","38C","19C","0",,,,,,
3878,1403707460000,"Riding","25C","23C","78%","109.509V","0","0","11","38C","19C","0",,,,,,
3879,1403707463000,"Riding","25C","23C","78%","109.516V","0","0","11","38C","19C","0",,,,,,
3880,1403707466000,"Riding","25C","23C","78%","109.512V","0","0","11","38C","19C","0",,,,,,
3881,1403707469000,"Riding","25C","22C","78%","109.511V","0","0","11","38C","19C","0",,,,,,
3882,1403707472000,"Riding","25C","23C","78%","109.512V","0","0","11","38C","19C","0",,,,,,
3883,1403707475000,"Riding","25C","22C","78%","109.473V","77","0","11","37C","19C","30",,,,,,
3884,1403707478000,"Riding","25C","23C","78%","109.508V","0","-1","11","37C","19C","0",,,,,,
3885,1403707481000,"Riding","25C","22C","78%","109.303V","217","4","11","37C","19C","53",,,,,,
3886,1403707484000,"Riding","25C","23C","78%","109.461V","46","1","11","37C","19C","59",,,,,,
3887,1403707487000,"Riding","25C","22C","78%","109.485V","0","0","11","37C","19C","0",,,,,,
3888,1403707490000,"Riding","25C","23C","78%","109.488V","0","-1","11","38C","19C","0",,,,,,
3889,1403707493000,"Riding","25C","22C","78%","109.494V","0","0","11","38C","19C","0",,,,,,
3890,1403707496000,"Riding","25C","22C","78%","109.494V","0","0","11","38C","19C","0",,,,,,
3891,1403707499000,"Riding","25C","22C","78%","109.496V","0","-1","11","38C","19C","0",,,,,,
3892,1403707502000,"Riding","25C","22C","78%","109.497V","0","0","11","38C","19C","0",,,,,,
3893,1403707505000,"Riding","25C","22C","78%","109.498V","0","0","11","38C","19C","0",,,,,,
3894,1403707508000,"Riding","25C","22C","78%","109.496V","0","0","11","38C","19C","0",,,,,,
3895,1403707511000,"Riding","25C","22C","78%","109.497V","0","0","11","38C","19C","0",,,,,,
3896,1403707514000,"Riding","25C","22C","78%","109.497V","0","0","11","37C","19C","0",,,,,,
3897,1403707517000,"Riding","25C","22C","78%","109.498V","0","-1","11","38C","19C","0",,,,,,
3898,1403707520000,"Riding","25C","22C","78%","109.498V","0","-1","11","37C","18C","0",,,,,,
3899,1403707523000,"Riding","25C","22C","78%","109.498V","0","0","11","37C","18C","0",,,,,,
3900,1403707526000,"Riding","25C","22C","78%","109.499V","0","-1","11","37C","18C","0",,,,,,
3901,1403707529000,"Riding","25C","22C","78%","109.496V","0","-1","11","37C","18C","0",,,,,,
3902,1403707532000,"Riding","25C","22C","78%","109.497V","0","-1","11","37C","18C","0",,,,,,
3903,1403707535000,"Riding","25C","22C","78%","109.495V","0","-1","11","37C","18C","0",,,,,,
3904,1403707538000,"Riding","25C","22C","78%","109.496V","0","0","11","37C","18C","0",,,,,,
3905,1403707541000,"Riding","25C","22C","78%","109.495V","0","0","11","37C","18C","0",,,,,,
3906,1403707544000,"Riding","25C","22C","78%","109.497V","0","0","11","37C","18C","0",,,,,,
