"logIndex","timestamp","status","PackTemp","PackTemp-l","PackSOC","Vpack","MotAmps","BattAmps","Mods","MotTemp","CtrlTemp","MotRPM","0Module00DisconnectingHPmodvolt","0Module01DisconnectingHPmodvolt","0Module01Registeredmodvolt","0Module00Registeredmodvolt","minsys","diff"
2746,1403704216000,"Riding","17C","16C","95%","115.505V","0","2","11","23C","19C","0",,,,,,
2747,1403704219000,"Riding","17C","16C","95%","115.504V","0","2","11","23C","19C","0",,,,,,
2748,1403704222000,"Riding","17C","16C","95%","115.500V","0","2","11","23C","19C","0",,,,,,
2749,1403704225000,"Riding","17C","16C","95%","115.500V","0","2","11","23C","19C","0",,,,,,
2750,1403704228000,"Riding","17C","16C","95%","115.503V","0","2","11","23C","19C","0",,,,,,
2751,1403704231000,"Riding","17C","16C","95%","115.498V","0","2","11","24C","19C","0",,,,,,
2752,1403704234000,"Riding","17C","16C","95%","115.501V","0","2","11","24C","19C","0",,,,,,
2753,1403704237000,"Riding","17C","16C","95%","115.500V","0","2","11","24C","19C","0",,,,,,
2754,1403704240000,"Riding","17C","16C","95%","115.501V","0","2","11","24C","19C","0",,,,,,
2755,1403704243000,"Riding","17C","16C","95%","115.501V","0","2","11","23C","19C","0",,,,,,
2756,1403704246000,"Riding","17C","16C","95%","115.505V","0","2","11","23C","19C","0",,,,,,
2757,1403704249000,"Riding","17C","16C","95%","115.500V","0","2","11","23C","19C","0",,,,,,
2758,1403704252000,"Riding","17C","16C","95%","115.504V","0","2","11","24C","19C","0",,,,,,
2759,1403704255000,"Riding","17C","16C","95%","115.500V","0","2","11","23C","19C","0",,,,,,
2760,1403704258000,"Riding","17C","16C","95%","115.502V","0","2","11","24C","19C","0",,,,,,
2761,1403704261000,"Riding","17C","16C","95%","115.500V","0","2","11","24C","19C","0",,,,,,
2762,1403704264000,"Riding","17C","16C","95%","115.501V","0","2","11","23C","19C","0",,,,,,
2763,1403704267000,"Riding","17C","16C","95%","115.499V","0","2","11","23C","19C","0",,,,,,
2764,1403704270000,"Riding","17C","16C","95%","115.503V","0","2","11","24C","19C","0",,,,,,
2765,1403704273000,"Riding","17C","16C","95%","115.498V","0","2","11","24C","19C","0",,,,,,
2766,1403704276000,"Riding","17C","16C","95%","115.497V","0","2","11","23C","19C","0",,,,,,
2767,1403704279000,"Riding","17C","16C","95%","115.497V","0","2","11","23C","19C","0",,,,,,
2768,1403704282000,"Riding","17C","16C","95%","115.496V","0","2","11","23C","19C","0",,,,,,
2769,1403704285000,"Riding","17C","16C","95%","115.496V","0","2","11","23C","19C","0",,,,,,
2770,1403704288000,"Riding","17C","16C","95%","115.496V","0","2","11","23C","19C","0",,,,,,
2771,1403704291000,"Riding","17C","16C","95%","115.502V","0","2","11","23C","19C","0",,,,,,
2772,1403704294000,"Riding","17C","16C","95%","115.500V","0","2","11","23C","19C","0",,,,,,
2773,1403704297000,"Riding","17C","16C","95%","115.497V","0","2","11","23C","19C","0",,,,,,
2774,1403704300000,"Riding","17C","16C","95%","115.496V","0","2","11","23C","19C","0",,,,,,
2775,1403704303000,"Riding","17C","16C","95%","115.498V","0","2","11","24C","19C","0",,,,,,
2776,1403704306000,"Riding","17C","16C","95%","115.496V","0","1","11","23C","19C","0",,,,,,
2777,1403704309000,"Riding","17C","16C","95%","115.499V","0","2","11","23C","19C","0",,,,,,
2778,1403704312000,"Riding","17C","16C","95%","115.497V","0","2","11","23C","19C","0",,,,,,
2779,1403704315000,"Riding","17C","16C","95%","115.493V","0","2","11","23C","19C","0",,,,,,
2780,1403704318000,"Riding","17C","16C","95%","115.496V","0","2","11","23C","19C","0",,,,,,
2781,1403704321000,"Riding","17C","16C","95%","115.495V","0","2","11","23C","19C","0",,,,,,
2782,1403704324000,"Riding","17C","16C","95%","115.496V","0","1","11","23C","19C","0",,,,,,
2783,1403704327000,"Riding","17C","16C","95%","115.498V","0","2","11","23C","19C","0",,,,,,
2784,1403704330000,"Riding","17C","16C","95%","115.496V","0","2","11","23C","19C","0",,,,,,
2785,1403704333000,"Riding","17C","16C","95%","115.493V","0","2","11","23C","19C","0",,,,,,
2786,1403704336000,"Riding","17C","16C","95%","115.498V","0","1","11","23C","19C","0",,,,,,
2787,1403704339000,"Riding","17C","16C","95%","115.493V","0","2","11","23C","19C","0",,,,,,
2788,1403704342000,"Riding","17C","16C","95%","115.496V","0","2","11","23C","19C","0",,,,,,
2789,1403704345000,"Riding","17C","16C","95%","115.495V","0","2","11","23C","19C","0",,,,,,
2790,1403704348000,"Riding","17C","16C","95%","115.497V","0","2","11","23C","19C","0",,,,,,
2791,1403704351000,"Riding","17C","16C","95%","115.493V","0","2","11","23C","19C","0",,,,,,
2792,1403704354000,"Riding","17C","16C","95%","115.493V","0","2","11","24C","19C","0",,,,,,
2793,1403704357000,"Riding","17C","16C","95%","115.490V","0","2","11","23C","19C","0",,,,,,
2794,1403704360000,"Riding","17C","16C","95%","115.493V","0","2","11","23C","19C","0",,,,,,
2795,1403704363000,"Riding","17C","16C","95%","115.494V","0","2","11","23C","19C","0",,,,,,
2796,1403704366000,"Riding","17C","16C","95%","115.493V","0","2","11","24C","19C","0",,,,,,
2797,1403704369000,"Riding","17C","16C","95%","115.492V","0","2","11","24C","19C","0",,,,,,
2798,1403704372000,"Riding","17C","16C","95%","115.494V","0","2","11","24C","19C","0",,,,,,
2799,1403704375000,"Riding","17C","16C","95%","115.492V","0","2","11","24C","19C","0",,,,,,
2800,1403704378000,"Riding","17C","16C","95%","115.492V","0","2","11","23C","19C","0",,,,,,
2801,1403704381000,"Riding","17C","16C","95%","115.492V","0","2","11","23C","19C","0",,,,,,
2802,1403704384000,"Riding","17C","16C","95%","115.488V","0","2","11","24C","19C","0",,,,,,
2803,1403704387000,"Riding","17C","16C","95%","115.493V","0","2","11","24C","19C","0",,,,,,
2804,1403704390000,"Riding","17C","16C","95%","115.492V","0","2","11","23C","19C","0",,,,,,
2805,1403704393000,"Riding","17C","16C","95%","115.493V","0","2","11","23C","19C","0",,,,,,
2806,1403704396000,"Riding","17C","16C","95%","115.489V","0","2","11","23C","19C","0",,,,,,
2807,1403704399000,"Riding","17C","16C","95%","115.489V","0","2","11","23C","19C","0",,,,,,
2808,1403704402000,"Riding","17C","16C","95%","115.491V","0","3","11","23C","19C","0",,,,,,
2809,1403704405000,"Riding","17C","16C","95%","115.489V","0","2","11","23C","19C","0",,,,,,
2810,1403704408000,"Riding","17C","16C","95%","115.485V","0","2","11","23C","19C","0",,,,,,
2811,1403704411000,"Riding","17C","16C","95%","115.491V","0","2","11","23C","19C","0",,,,,,
2812,1403704414000,"Riding","17C","16C","95%","115.491V","0","3","11","23C","19C","0",,,,,,
2813,1403704417000,"Riding","17C","16C","95%","115.491V","0","2","11","24C","19C","0",,,,,,
2814,1403704420000,"Riding","17C","16C","95%","115.488V","0","2","11","24C","19C","0",,,,,,
2815,1403704423000,"Riding","17C","16C","95%","115.491V","0","2","11","23C","19C","0",,,,,,
2816,1403704426000,"Riding","17C","16C","95%","115.491V","0","2","11","24C","19C","0",,,,,,
2817,1403704429000,"Riding","17C","16C","95%","115.489V","0","2","11","23C","19C","0",,,,,,
2818,1403704432000,"Riding","17C","16C","95%","115.492V","0","2","11","23C","19C","0",,,,,,
2819,1403704435000,"Riding","17C","16C","95%","115.491V","0","2","11","24C","19C","0",,,,,,
2820,1403704438000,"Riding","17C","16C","95%","115.486V","0","2","11","24C","19C","0",,,,,,
2821,1403704441000,"Riding","17C","16C","95%","115.488V","0","2","11","24C","19C","0",,,,,,
2822,1403704444000,"Riding","17C","16C","95%","115.486V","0","2","11","24C","19C","0",,,,,,
2823,1403704447000,"Riding","17C","16C","95%","115.492V","0","2","11","24C","19C","0",,,,,,
2824,1403704450000,"Riding","17C","16C","95%","115.485V","0","2","11","24C","19C","0",,,,,,
2825,1403704453000,"Riding","17C","16C","95%","115.488V","0","2","11","23C","19C","0",,,,,,
2826,1403704456000,"Riding","17C","16C","95%","115.489V","0","2","11","23C","19C","0",,,,,,
2827,1403704459000,"Riding","17C","16C","95%","115.488V","0","2","11","23C","19C","0",,,,,,
2828,1403704462000,"Riding","17C","16C","95%","115.489V","0","2","11","23C","19C","0",,,,,,
2829,1403704465000,"Riding","17C","16C","95%","115.491V","0","2","11","23C","19C","0",,,,,,
2830,1403704468000,"Riding","17C","16C","95%","115.488V","0","2","11","23C","19C","0",,,,,,
2831,1403704471000,"Riding","17C","16C","95%","115.488V","0","2","11","23C","19C","0",,,,,,
2832,1403704474000,"Riding","17C","16C","95%","115.488V","0","2","11","23C","19C","0",,,,,,
2833,1403704477000,"Riding","17C","16C","95%","115.485V","0","2","11","24C","19C","0",,,,,,
2834,1403704480000,"Riding","17C","16C","95%","115.489V","0","2","11","23C","19C","0",,,,,,
2835,1403704483000,"Riding","17C","16C","95%","115.492V","0","1","11","23C","19C","0",,,,,,
2836,1403704486000,"Riding","17C","16C","95%","115.486V","0","2","11","23C","19C","0",,,,,,
2837,1403704489000,"Riding","17C","16C","95%","115.486V","0","2","11","23C","19C","0",,,,,,
2838,1403704492000,"Riding","17C","16C","95%","115.485V","0","2","11","23C","19C","0",,,,,,
2839,1403704495000,"Riding","17C","16C","95%","115.484V","0","2","11","23C","19C","0",,,,,,
2840,1403704498000,"Riding","17C","16C","95%","115.486V","0","2","11","23C","19C","0",,,,,,
2841,1403704501000,"Riding","17C","16C","95%","115.487V","0","2","11","23C","19C","0",,,,,,
2842,1403704504000,"Riding","17C","16C","95%","115.485V","0","2","11","23C","19C","0",,,,,,
2843,1403704507000,"Riding","17C","16C","95%","115.488V","0","2","11","23C","20C","0",,,,,,
2844,1403704510000,"Riding","17C","16C","95%","115.487V","0","2","11","23C","19C","0",,,,,,
2845,1403704513000,"Riding","17C","16C","95%","115.481V","0","2","11","23C","20C","0",,,,,,
2846,1403704516000,"Riding","17C","16C","95%","115.485V","0","2","11","23C","19C","0",,,,,,
2847,1403704519000,"Riding","17C","16C","95%","115.485V","0","2","11","23C","19C","0",,,,,,
2848,1403704522000,"Riding","17C","16C","95%","115.484V","0","2","11","23C","20C","0",,,,,,
2849,1403704525000,"Riding","17C","16C","95%","115.486V","0","2","11","23C","19C","0",,,,,,
2850,1403704528000,"Riding","17C","16C","95%","115.482V","0","1","11","23C","19C","0",,,,,,
2851,1403704531000,"Riding","17C","16C","95%","115.482V","0","2","11","23C","20C","0",,,,,,
2852,1403704534000,"Riding","17C","16C","95%","115.483V","0","2","11","23C","19C","0",,,,,,
2853,1403704537000,"Riding","17C","16C","95%","115.482V","0","2","11","23C","20C","0",,,,,,
2854,1403704540000,"Riding","17C","16C","95%","115.482V","0","2","11","23C","20C","0",,,,,,
2855,1403704543000,"Riding","17C","16C","95%","115.481V","0","2","11","23C","19C","0",,,,,,
2856,1403704546000,"Riding","17C","16C","95%","115.485V","0","2","11","23C","20C","0",,,,,,
2857,1403704549000,"Riding","17C","16C","95%","115.481V","0","2","11","23C","20C","0",,,,,,
2858,1403704552000,"Riding","17C","16C","95%","115.481V","0","2","11","23C","20C","0",,,,,,
2859,1403704555000,"Riding","17C","16C","95%","115.481V","0","2","11","23C","20C","0",,,,,,
2860,1403704558000,"Riding","17C","16C","95%","115.481V","0","2","11","23C","20C","0",,,,,,
2861,1403704561000,"Riding","17C","16C","95%","115.487V","0","2","11","23C","20C","0",,,,,,
2862,1403704564000,"Riding","17C","16C","95%","115.478V","0","2","11","23C","20C","0",,,,,,
2863,1403704567000,"Riding","17C","16C","95%","115.482V","0","2","11","23C","20C","0",,,,,,
2864,1403704570000,"Riding","17C","16C","95%","115.481V","0","1","11","23C","20C","0",,,,,,
2865,1403704573000,"Riding","17C","16C","95%","115.480V","0","1","11","23C","20C","0",,,,,,
2866,1403704576000,"Riding","17C","16C","95%","115.479V","0","2","11","23C","20C","0",,,,,,
2867,1403704580000,"Riding","17C","16C","95%","115.483V","0","2","11","23C","20C","0",,,,,,
2868,1403704583000,"Riding","17C","16C","95%","115.483V","0","2","11","23C","20C","0",,,,,,
2869,1403704586000,"Riding","17C","16C","95%","115.480V","0","2","11","23C","20C","0",,,,,,
2870,1403704589000,"Riding","17C","16C","95%","115.481V","0","2","11","23C","20C","0",,,,,,
2871,1403704592000,"Riding","17C","16C","95%","115.480V","0","2","11","23C","20C","0",,,,,,
2872,1403704595000,"Riding","17C","16C","95%","115.481V","0","2","11","23C","20C","0",,,,,,
2873,1403704598000,"Riding","17C","16C","95%","115.481V","0","2","11","23C","20C","0",,,,,,
2874,1403704601000,"Riding","17C","16C","95%","115.479V","0","2","11","23C","20C","0",,,,,,
2875,1403704604000,"Riding","17C","16C","95%","115.477V","0","2","11","23C","20C","0",,,,,,
2876,1403704607000,"Riding","17C","16C","95%","115.482V","0","2","11","23C","20C","0",,,,,,
2877,1403704610000,"Riding","17C","16C","95%","115.477V","0","2","11","23C","20C","0",,,,,,
2878,1403704613000,"Riding","17C","16C","95%","115.479V","0","2","11","23C","20C","0",,,,,,
2879,1403704616000,"Riding","17C","16C","95%","115.480V","0","2","11","23C","20C","0",,,,,,
2880,1403704619000,"Riding","17C","16C","95%","115.478V","0","2","11","23C","20C","0",,,,,,
2881,1403704622000,"Riding","17C","16C","95%","115.479V","0","2","11","23C","20C","0",,,,,,
2882,1403704625000,"Riding","17C","16C","95%","115.474V","0","1","11","23C","20C","0",,,,,,
2883,1403704628000,"Riding","17C","16C","95%","115.478V","0","2","11","23C","20C","0",,,,,,
2884,1403704631000,"Riding","17C","16C","95%","115.481V","0","1","11","23C","20C","0",,,,,,
2885,1403704634000,"Riding","17C","16C","95%","115.478V","0","2","11","23C","20C","0",,,,,,
2886,1403704637000,"Riding","17C","16C","95%","115.479V","0","3","11","23C","20C","0",,,,,,
2887,1403704640000,"Riding","17C","16C","95%","115.481V","0","2","11","23C","20C","0",,,,,,
2888,1403704643000,"Riding","17C","16C","95%","115.477V","0","1","11","23C","20C","0",,,,,,
2889,1403704646000,"Riding","17C","16C","95%","115.477V","0","2","11","23C","20C","0",,,,,,
2890,1403704649000,"Riding","17C","16C","95%","115.478V","0","2","11","23C","20C","0",,,,,,
2891,1403704652000,"Riding","17C","16C","95%","115.478V","0","2","11","23C","20C","0",,,,,,
2892,1403704655000,"Riding","17C","16C","95%","115.477V","0","1","11","23C","20C","0",,,,,,
2893,1403704658000,"Riding","17C","16C","95%","115.479V","0","2","11","23C","20C","0",,,,,,
2894,1403704661000,"Riding","17C","16C","95%","115.477V","0","2","11","23C","20C","0",,,,,,
2895,1403704664000,"Riding","17C","16C","95%","115.476V","0","2","11","22C","20C","0",,,,,,
2896,1403704667000,"Riding","17C","16C","95%","115.477V","0","2","11","23C","20C","0",,,,,,
2897,1403704670000,"Riding","17C","16C","95%","115.473V","0","2","11","23C","20C","0",,,,,,
2898,1403704673000,"Riding","17C","16C","95%","115.479V","0","2","11","23C","20C","0",,,,,,
2899,1403704676000,"Riding","17C","16C","95%","115.476V","0","2","11","23C","20C","0",,,,,,
2900,1403704679000,"Riding","17C","16C","95%","115.475V","0","2","11","23C","20C","0",,,,,,
2901,1403704682000,"Riding","17C","16C","95%","115.473V","0","1","11","23C","20C","0",,,,,,
2902,1403704685000,"Riding","17C","16C","95%","115.477V","0","2","11","23C","20C","0",,,,,,
2903,1403704688000,"Riding","17C","16C","95%","115.479V","0","2","11","23C","20C","0",,,,,,
2904,1403704691000,"Riding","17C","16C","95%","115.475V","0","2","11","23C","20C","0",,,,,,
2905,1403704694000,"Riding","17C","16C","95%","115.478V","0","2","11","23C","20C","0",,,,,,
2906,1403704697000,"Riding","17C","16C","95%","115.473V","0","2","11","23C","20C","0",,,,,,
2907,1403704700000,"Riding","17C","16C","95%","115.472V","0","2","11","23C","20C","0",,,,,,
2908,1403704703000,"Riding","17C","16C","95%","115.475V","0","2","11","23C","20C","0",,,,,,
2909,1403704706000,"Riding","17C","16C","95%","115.479V","0","2","11","23C","20C","0",,,,,,
2910,1403704709000,"Riding","17C","16C","95%","115.469V","0","2","11","23C","20C","0",,,,,,
2911,1403704712000,"Riding","17C","16C","95%","115.477V","0","2","11","22C","20C","0",,,,,,
2912,1403704715000,"Riding","17C","16C","95%","115.472V","0","2","11","23C","20C","0",,,,,,
2913,1403704718000,"Riding","17C","16C","95%","115.474V","0","2","11","23C","20C","0",,,,,,
2914,1403704721000,"Riding","17C","16C","95%","115.474V","0","1","11","22C","20C","0",,,,,,
2915,1403704724000,"Riding","17C","16C","95%","115.476V","0","2","11","22C","20C","0",,,,,,
2916,1403704727000,"Riding","17C","16C","95%","115.471V","0","2","11","22C","20C","0",,,,,,
2917,1403704730000,"Riding","17C","16C","95%","115.472V","0","2","11","23C","20C","0",,,,,,
2918,1403704733000,"Riding","17C","16C","95%","115.472V","0","2","11","23C","20C","0",,,,,,
2919,1403704736000,"Riding","17C","16C","95%","115.473V","0","2","11","23C","20C","0",,,,,,
2920,1403704739000,"Riding","17C","16C","95%","115.471V","0","2","11","22C","20C","0",,,,,,
2921,1403704742000,"Riding","17C","16C","95%","115.472V","0","2","11","23C","20C","0",,,,,,
2922,1403704745000,"Riding","17C","16C","95%","115.472V","0","2","11","22C","20C","0",,,,,,
2923,1403704748000,"Riding","17C","16C","95%","115.472V","0","2","11","22C","20C","0",,,,,,
2924,1403704751000,"Riding","17C","16C","95%","115.472V","0","2","11","22C","20C","0",,,,,,
2925,1403704754000,"Riding","17C","16C","95%","115.471V","0","2","11","22C","20C","0",,,,,,
2926,1403704757000,"Riding","17C","16C","95%","115.475V","0","2","11","23C","20C","0",,,,,,
2927,1403704760000,"Riding","17C","16C","95%","115.471V","0","2","11","23C","20C","0",,,,,,
2928,1403704763000,"Riding","17C","16C","95%","115.466V","0","2","11","23C","20C","0",,,,,,
2929,1403704766000,"Riding","17C","16C","95%","115.472V","0","2","11","23C","20C","0",,,,,,
2930,1403704769000,"Riding","17C","16C","95%","115.471V","0","2","11","23C","20C","0",,,,,,
2931,1403704772000,"Riding","17C","16C","95%","115.471V","0","2","11","23C","20C","0",,,,,,
2932,1403704775000,"Riding","17C","16C","95%","115.465V","0","2","11","23C","20C","0",,,,,,
2933,1403704778000,"Riding","17C","16C","95%","115.469V","0","2","11","23C","20C","0",,,,,,
2934,1403704781000,"Riding","17C","16C","95%","115.474V","0","2","11","23C","20C","0",,,,,,
2935,1403704784000,"Riding","17C","16C","95%","115.468V","0","2","11","23C","20C","0",,,,,,
2936,1403704787000,"Riding","17C","16C","95%","115.471V","0","2","11","23C","20C","0",,,,,,
2937,1403704790000,"Riding","17C","16C","95%","115.467V","0","2","11","23C","20C","0",,,,,,
2938,1403704793000,"Riding","17C","16C","95%","115.467V","0","2","11","22C","20C","0",,,,,,
2939,1403704796000,"Riding","17C","16C","95%","115.469V","0","2","11","23C","20C","0",,,,,,
2940,1403704799000,"Riding","17C","16C","95%","115.470V","0","2","11","23C","20C","0",,,,,,
2941,1403704802000,"Riding","17C","16C","95%","115.470V","0","2","11","22C","20C","0",,,,,,
2942,1403704805000,"Riding","17C","16C","95%","115.469V","0","2","11","22C","20C","0",,,,,,
2943,1403704808000,"Riding","17C","16C","95%","115.467V","0","2","11","23C","20C","0",,,,,,
2944,1403704811000,"Riding","17C","16C","95%","115.467V","0","2","11","22C","20C","0",,,,,,
2945,1403704814000,"Riding","17C","16C","95%","115.469V","0","2","11","23C","20C","0",,,,,,
2946,1403704817000,"Riding","17C","16C","95%","115.470V","0","2","11","23C","20C","0",,,,,,
2947,1403704820000,"Riding","17C","16C","95%","115.467V","0","2","11","23C","20C","0",,,,,,
2948,1403704823000,"Riding","17C","16C","95%","115.467V","0","2","11","22C","20C","0",,,,,,
2949,1403704826000,"Riding","17C","16C","95%","115.467V","0","2","11","22C","20C","0",,,,,,
2950,1403704829000,"Riding","17C","16C","95%","115.473V","0","1","11","22C","20C","0",,,,,,
2951,1403704832000,"Riding","17C","16C","95%","115.467V","0","2","11","22C","20C","0",,,,,,
2952,1403704835000,"Riding","17C","16C","95%","115.467V","0","2","11","22C","20C","0",,,,,,
2953,1403704838000,"Riding","17C","16C","95%","115.468V","0","2","11","22C","20C","0",,,,,,
2954,1403704841000,"Riding","17C","16C","95%","115.467V","0","2","11","22C","20C","0",,,,,,
2955,1403704844000,"Riding","17C","16C","95%","115.469V","0","2","11","22C","20C","0",,,,,,
2956,1403704847000,"Riding","17C","16C","95%","115.464V","0","2","11","22C","20C","0",,,,,,
2957,1403704850000,"Riding","17C","16C","95%","115.465V","0","2","11","23C","20C","0",,,,,,
2958,1403704853000,"Riding","17C","16C","95%","115.469V","0","2","11","22C","20C","0",,,,,,
2959,1403704856000,"Riding","17C","16C","95%","115.468V","0","2","11","22C","20C","0",,,,,,
2960,1403704859000,"Riding","17C","16C","95%","115.470V","0","2","11","22C","20C","0",,,,,,
2961,1403704862000,"Riding","17C","16C","95%","115.465V","0","2","11","22C","20C","0",,,,,,
2962,1403704865000,"Riding","17C","16C","95%","115.465V","0","2","11","23C","20C","0",,,,,,
2963,1403704868000,"Riding","17C","16C","95%","115.464V","0","1","11","22C","20C","0",,,,,,
